[Account_Value],[Account_Name],[Account_Description],[Account_Type],[Account_Sign],[Account_Document],[Account_Summary],[Default_Account],[Account_Parent],[Balance Sheet],[Balance Sheet_Name],[US 1120 Balance Sheet],[US 1120 Balance Sheet_Name],[Profit & Loss],[Profit & Loss_Name],[US 1120 Income Statement],[US 1120 Income Statement_Name],[Cash Flow],[Cash Flow_Name]
143015,PRODUCTOS AGRICOLAS Y FORESTALES,,Asset,,,,,1430,,,,,,,,,,
143020,SUBPRODUCTOS,,Asset,,,,,1430,,,,,,,,,,
143025,PRODUCTOS DE PESCA,,Asset,,,,,1430,,,,,,,,,,
143099,AJUSTES POR INFLACION,,Asset,,,,,1430,,,,,,,,,,
1435,MERCANCIAS NO FABRICADAS POR LA EMPRESA,,Asset,,,Yes,,14,,,,,,,,,,
143501,143501 a 143598,,Asset,,,,,1435,,,,,,,,,,
143554,PROGRAMAS DE COMPUTADOR,,Asset,,,,,1435,,,,,,,,,,
143590,DEFAULT MCIAS NO FCADAS X LA EMPR,,Asset,,,,P_ASSET_ACCT,1435,,,,,,,,,,
143591,DEFAULT INVENTARIO EN TRANSITO,,Asset,,,,P_INVENTORYCLEARING_ACCT,1435,,,,,,,,,,
143599,AJUSTES POR INFLACION,,Asset,,,,,1435,,,,,,,,,,
1440,BIENES RAICES PARA LA VENTA,,Asset,,,Yes,,14,,,,,,,,,,
144001,144001 a 144098,,Asset,,,,,1440,,,,,,,,,,
144099,AJUSTES POR INFLACION,,Asset,,,,,1440,,,,,,,,,,
1445,SEMOVIENTES,,Asset,,,Yes,,14,,,,,,,,,,
144505,ESPECIES MAYORES,,Asset,,,,,1445,,,,,,,,,,
144510,ESPECIES MENORES,,Asset,,,,,1445,,,,,,,,,,
144599,AJUSTES POR INFLACION,,Asset,,,,,1445,,,,,,,,,,
1450,TERRENOS,,Asset,,,Yes,,14,,,,,,,,,,
145005,POR URBANIZAR,,Asset,,,,,1450,,,,,,,,,,
145010,URBANIZADOS POR CONSTRUIR,,Asset,,,,,1450,,,,,,,,,,
145099,AJUSTES POR INFLACION,,Asset,,,,,1450,,,,,,,,,,
1455,"MATERIALES, REPUESTOS Y ACCESORIOS",,Asset,,,Yes,,14,,,,,,,,,,
145505,COMBUSTIBLES Y LUBRICANTES,,Asset,,,,,1455,,,,,,,,,,
145510,ABONOS Y FERTILIZANTES,,Asset,,,,,1455,,,,,,,,,,
145515,SEMILLAS TERMINADAS,,Asset,,,,,1455,,,,,,,,,,
145520,FUNGICIDAS Y HERBICIDAS,,Asset,,,,,1455,,,,,,,,,,
145525,MATERIALES Y REPUESTOS,,Asset,,,,,1455,,,,,,,,,,
145530,LOZA Y CRISTALERIA,,Asset,,,,,1455,,,,,,,,,,
145535,HERRAMIENTAS,,Asset,,,,,1455,,,,,,,,,,
145540,MEDICINAS,,Asset,,,,,1455,,,,,,,,,,
145545,ELEMENTOS HOSPITALARIOS,,Asset,,,,,1455,,,,,,,,,,
145550,INSTRUMENTAL QUIRURGICO,,Asset,,,,,1455,,,,,,,,,,
145555,DOTACION Y SUMINISTRO A TRABAJADORES,,Asset,,,,,1455,,,,,,,,,,
145560,ELEMENTOS DE ROPERIA Y LENCERIA,,Asset,,,,,1455,,,,,,,,,,
145595,OTROS,,Asset,,,,,1455,,,,,,,,,,
145599,AJUSTES POR INFLACION,,Asset,,,,,1455,,,,,,,,,,
1460,ENVASES Y EMPAQUES,,Asset,,,Yes,,14,,,,,,,,,,
146001,146001 a 146098,,Asset,,,,,1460,,,,,,,,,,
146099,AJUSTES POR INFLACION,,Asset,,,,,1460,,,,,,,,,,
1465,INVENTARIOS EN TRANSITO,,Asset,,,Yes,,14,,,,,,,,,,
146501,146501 a 146598,,Asset,,,,,1465,,,,,,,,,,
146505,IMPORTACIONES,,Asset,,,Yes,,1465,,,,,,,,,,
14650501,IMPORTACION MEMORIA EQUIPO,,Asset,,,,,146505,,,,,,,,,,
146599,AJUSTES POR INFLACION,,Asset,,,,,1465,,,,,,,,,,
1499,PROVISIONES,,Asset,,,Yes,,14,,,,,,,,,,
149905,PARA OBSOLESCENCIA,,Asset,,,,,1499,,,,,,,,,,
149910,PARA DIFERENCIA DE INVENTARIO FISICO,,Asset,,,,,1499,,,,,,,,,,
149915,PARA PERDIDAS DE INVENTARIOS,,Asset,,,,,1499,,,,,,,,,,
149920,LIFO,,Asset,,,,,1499,,,,,,,,,,
15,PROPIEDADES PLANTA Y EQUIPO,,Asset,,,Yes,,1,,,,,,,,,,
1504,TERRENOS,,Asset,,,Yes,,15,,,,,,,,,,
150405,URBANOS,,Asset,,,,,1504,,,,,,,,,,
150410,RURALES,,Asset,,,,,1504,,,,,,,,,,
150499,AJUSTES POR INFLACION,,Asset,,,,,1504,,,,,,,,,,
1506,MATERIALES PROYECTOS PETROLEROS,,Asset,,,Yes,,15,,,,,,,,,,
150605,TUBERIAS Y EQUIPO,,Asset,,,,,1506,,,,,,,,,,
150610,COSTOS DE IMPORTACION MATERIALES,,Asset,,,,,1506,,,,,,,,,,
150615,PROYECTOS DE CONSTRUCCION,,Asset,,,,,1506,,,,,,,,,,
150699,AJUSTES POR INFLACION,,Asset,,,,,1506,,,,,,,,,,
1508,CONSTRUCCIONES EN CURSO,,Asset,,,Yes,,15,,,,,,,,,,
150805,CONSTRUCCIONES Y EDIFICACIONES,,Asset,,,,,1508,,,,,,,,,,
150810,ACUEDUCTOS PLANTAS Y REDES,,Asset,,,,,1508,,,,,,,,,,
150815,VIAS DE COMUNICACION,,Asset,,,,,1508,,,,,,,,,,
150820,POZOS ARTESIANOS,,Asset,,,,,1508,,,,,,,,,,
150825,PROYECTOS DE EXPLORACION,,Asset,,,,,1508,,,,,,,,,,
150830,PROYECTOS DE DESARROLLO,,Asset,,,,,1508,,,,,,,,,,
150899,AJUSTES POR INFLACION,,Asset,,,,,1508,,,,,,,,,,
1512,MAQUINARIA Y EQUIPOS EN MONTAJE,,Asset,,,Yes,,15,,,,,,,,,,
151205,MAQUINARIA Y EQUIPO,,Asset,,,,,1512,,,,,,,,,,
151210,EQUIPO DE OFICINA,,Asset,,,,,1512,,,,,,,,,,
151215,EQUIPO DE COMPUTACION Y COMUNICACION,,Asset,,,,,1512,,,,,,,,,,
151220,EQUIPO MEDICO-CIENTIFICO,,Asset,,,,,1512,,,,,,,,,,
151225,EQUIPO DE HOTELES Y RESTAURANTES,,Asset,,,,,1512,,,,,,,,,,
151230,FLOTA Y EQUIPO DE TRANSPORTE,,Asset,,,,,1512,,,,,,,,,,
151235,FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO,,Asset,,,,,1512,,,,,,,,,,
151240,FLOTA Y EQUIPO AEREO,,Asset,,,,,1512,,,,,,,,,,
151245,FLOTA Y EQUIPO FERREO,,Asset,,,,,1512,,,,,,,,,,
151250,PLANTAS Y REDES,,Asset,,,,,1512,,,,,,,,,,
151299,AJUSTES POR INFLACION,,Asset,,,,,1512,,,,,,,,,,
1516,CONSTRUCCIONES Y EDIFICACIONES,,Asset,,,Yes,,15,,,,,,,,,,
151605,EDIFICIOS,,Asset,,,,,1516,,,,,,,,,,
151610,OFICINAS,,Asset,,,,,1516,,,,,,,,,,
151615,ALMACENES,,Asset,,,,,1516,,,,,,,,,,
151620,FABRICAS Y PLANTAS INDUSTRIALES,,Asset,,,,,1516,,,,,,,,,,
151625,SALAS DE EXHIBICION Y VENTAS,,Asset,,,,,1516,,,,,,,,,,
151630,CAFETERIA Y CASINOS,,Asset,,,,,1516,,,,,,,,,,
151635,SILOS,,Asset,,,,,1516,,,,,,,,,,
151640,INVERNADEROS,,Asset,,,,,1516,,,,,,,,,,
151645,CASETAS Y CAMPAMENTOS,,Asset,,,,,1516,,,,,,,,,,
151650,INSTALACIONES AGROPECUARIAS,,Asset,,,,,1516,,,,,,,,,,
151655,VIVIENDAS PARA EMPLEADOS Y OBREROS,,Asset,,,,,1516,,,,,,,,,,
151660,TERMINAL DE BUSES Y TAXIS,,Asset,,,,,1516,,,,,,,,,,
151663,TERMINAL MARITIMO,,Asset,,,,,1516,,,,,,,,,,
151665,TERMINAL FERREO,,Asset,,,,,1516,,,,,,,,,,
151670,"PARQUEADEROS, GARAJES Y DEPOSITOS",,Asset,,,,,1516,,,,,,,,,,
151675,HANGARES,,Asset,,,,,1516,,,,,,,,,,
151680,BODEGAS,,Asset,,,,,1516,,,,,,,,,,
151695,OTROS,,Asset,,,,,1516,,,,,,,,,,
151699,AJUSTES POR INFLACION,,Asset,,,,,1516,,,,,,,,,,
1520,MAQUINARIA Y EQUIPO,,Asset,,,Yes,,15,,,,,,,,,,
152001,152001 a 152098,,Asset,,,,,1520,,,,,,,,,,
152099,AJUSTES POR INFLACION,,Asset,,,,,1520,,,,,,,,,,
1524,EQUIPO DE OFICINA,,Asset,,,Yes,,15,,,,,,,,,,
152405,MUEBLES Y ENSERES,,Asset,,,,,1524,,,,,,,,,,
152410,EQUIPOS,,Asset,,,,,1524,,,,,,,,,,
152495,OTROS,,Asset,,,,,1524,,,,,,,,,,
152499,AJUSTES POR INFLACION,,Asset,,,,,1524,,,,,,,,,,
1528,EQUIPO DE COMPUTACION Y COMUNICACION,,Asset,,,Yes,,15,,,,,,,,,,
152805,EQUIPOS DE PROCESAMIENTO DE DATOS,,Asset,,,,,1528,,,,,,,,,,
152810,EQUIPOS DE TELECOMUNICACIONES,,Asset,,,,,1528,,,,,,,,,,
152815,EQUIPOS DE RADIO,,Asset,,,,,1528,,,,,,,,,,
152820,SATELITES Y ANTENAS,,Asset,,,,,1528,,,,,,,,,,
152825,LINEAS TELEFONICAS,,Asset,,,,,1528,,,,,,,,,,
152895,OTROS,,Asset,,,,,1528,,,,,,,,,,
152899,AJUSTES POR INFLACION,,Asset,,,,,1528,,,,,,,,,,
1532,EQUIPO MEDICO - CIENTIFICO,,Asset,,,Yes,,15,,,,,,,,,,
153205,MEDICO,,Asset,,,,,1532,,,,,,,,,,
153210,ODONTOLOGICO,,Asset,,,,,1532,,,,,,,,,,
153215,LABORATORIO,,Asset,,,,,1532,,,,,,,,,,
153220,INSTRUMENTAL,,Asset,,,,,1532,,,,,,,,,,
153295,OTROS,,Asset,,,,,1532,,,,,,,,,,
153299,AJUSTES POR INFLACION,,Asset,,,,,1532,,,,,,,,,,
1536,EQUIPO DE HOTELES Y RESTAURANTES,,Asset,,,Yes,,15,,,,,,,,,,
153605,DE HABITACIONES,,Asset,,,,,1536,,,,,,,,,,
153610,DE COMESTIBLES Y BEBIDAS,,Asset,,,,,1536,,,,,,,,,,
153695,OTROS,,Asset,,,,,1536,,,,,,,,,,
153699,AJUSTES POR INFLACION,,Asset,,,,,1536,,,,,,,,,,
1540,FLOTA Y EQUIPO DE TRANSPORTE,,Asset,,,Yes,,15,,,,,,,,,,
154005,"AUTOS, CAMIONETAS Y CAMPEROS",,Asset,,,,,1540,,,,,,,,,,
154008,"CAMIONES, VOLQUETAS Y FURGONES",,Asset,,,,,1540,,,,,,,,,,
154010,TRACTOMULAS Y REMOLQUES,,Asset,,,,,1540,,,,,,,,,,
154015,BUSES Y BUSETAS,,Asset,,,,,1540,,,,,,,,,,
154017,RECOLECTORES Y CONTENEDORES,,Asset,,,,,1540,,,,,,,,,,
154020,MONTACARGAS,,Asset,,,,,1540,,,,,,,,,,
154025,PALAS Y GRUAS,,Asset,,,,,1540,,,,,,,,,,
154030,MOTOCICLETAS,,Asset,,,,,1540,,,,,,,,,,
154035,BICICLETAS,,Asset,,,,,1540,,,,,,,,,,
154040,ESTIBAS Y CARRETAS,,Asset,,,,,1540,,,,,,,,,,
154045,BANDAS TRANSPORTADORAS,,Asset,,,,,1540,,,,,,,,,,
154095,OTROS,,Asset,,,,,1540,,,,,,,,,,
154099,AJUSTES POR INFLACION,,Asset,,,,,1540,,,,,,,,,,
1544,FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO,,Asset,,,Yes,,15,,,,,,,,,,
154405,BUQUES,,Asset,,,,,1544,,,,,,,,,,
154410,LANCHAS,,Asset,,,,,1544,,,,,,,,,,
154415,REMOLCADORAS,,Asset,,,,,1544,,,,,,,,,,
154420,BOTES,,Asset,,,,,1544,,,,,,,,,,
154425,BOYAS,,Asset,,,,,1544,,,,,,,,,,
154430,AMARRES,,Asset,,,,,1544,,,,,,,,,,
154435,CONTENEDORES Y CHASSISES,,Asset,,,,,1544,,,,,,,,,,
154440,GABARRAS,,Asset,,,,,1544,,,,,,,,,,
154495,OTROS,,Asset,,,,,1544,,,,,,,,,,
154499,AJUSTES POR INFLACION,,Asset,,,,,1544,,,,,,,,,,
1548,FLOTA Y EQUIPO AEREO,,Asset,,,Yes,,15,,,,,,,,,,
154805,AVIONES,,Asset,,,,,1548,,,,,,,,,,
154810,AVIONETAS,,Asset,,,,,1548,,,,,,,,,,
154815,HELICOPTEROS,,Asset,,,,,1548,,,,,,,,,,
154820,TURBINAS Y MOTORES,,Asset,,,,,1548,,,,,,,,,,
154825,MANUALES DE ENTRENAMIENTO PERSONAL TECNICO,,Asset,,,,,1548,,,,,,,,,,
154830,EQUIPOS DE VUELO,,Asset,,,,,1548,,,,,,,,,,
154895,OTROS,,Asset,,,,,1548,,,,,,,,,,
154899,AJUSTES POR INFLACION,,Asset,,,,,1548,,,,,,,,,,
1552,FLOTA Y EQUIPO FERREO,,Asset,,,Yes,,15,,,,,,,,,,
155205,LOCOMOTORAS,,Asset,,,,,1552,,,,,,,,,,
155210,VAGONES,,Asset,,,,,1552,,,,,,,,,,
155215,REDES FERREAS,,Asset,,,,,1552,,,,,,,,,,
155295,OTROS,,Asset,,,,,1552,,,,,,,,,,
155299,AJUSTES POR INFLACION,,Asset,,,,,1552,,,,,,,,,,
1556,ACUEDUCTOS PLANTAS Y REDES,,Asset,,,Yes,,15,,,,,,,,,,
155605,INSTALACIONES PARA AGUA Y ENERGIA,,Asset,,,,,1556,,,,,,,,,,
155610,ACUEDUCTO ACEQUIAS Y CANALIZACIONES,,Asset,,,,,1556,,,,,,,,,,
155615,PLANTAS DE GENERACION HIDRAULICA,,Asset,,,,,1556,,,,,,,,,,
155620,PLANTAS DE GENERACION TERMICA,,Asset,,,,,1556,,,,,,,,,,
155625,PLANTAS DE GENERACION A GAS,,Asset,,,,,1556,,,,,,,,,,
155628,"PLANTAS DE GENERACION DIESEL, GASOLINA Y PETROLEO",,Asset,,,,,1556,,,,,,,,,,
155630,PLANTAS DE DISTRIBUCION,,Asset,,,,,1556,,,,,,,,,,
155635,PLANTAS DE TRANSMISION Y SUBESTACIONES,,Asset,,,,,1556,,,,,,,,,,
155640,OLEODUCTOS,,Asset,,,,,1556,,,,,,,,,,
155645,GASODUCTOS,,Asset,,,,,1556,,,,,,,,,,
155647,POLIDUCTOS,,Asset,,,,,1556,,,,,,,,,,
155650,REDES DE DISTRIBUCION,,Asset,,,,,1556,,,,,,,,,,
155655,PLANTAS DE TRATAMIENTO,,Asset,,,,,1556,,,,,,,,,,
155660,REDES DE RECOLECCION DE AGUAS NEGRAS,,Asset,,,,,1556,,,,,,,,,,
155665,INSTALACIONES Y EQUIPO DE BOMBEO,,Asset,,,,,1556,,,,,,,,,,
155670,REDES DE DISTRIBUCION DE VAPOR,,Asset,,,,,1556,,,,,,,,,,
155675,REDES DE AIRE,,Asset,,,,,1556,,,,,,,,,,
155680,REDES ALIMENTACION DE GAS,,Asset,,,,,1556,,,,,,,,,,
155682,REDES EXTERNAS DE TELEFONIA,,Asset,,,,,1556,,,,,,,,,,
155685,PLANTAS DESHIDRATADORAS,,Asset,,,,,1556,,,,,,,,,,
155695,OTROS,,Asset,,,,,1556,,,,,,,,,,
155699,AJUSTES POR INFLACION,,Asset,,,,,1556,,,,,,,,,,
1560,ARMAMENTO DE VIGILANCIA,,Asset,,,Yes,,15,,,,,,,,,,
156001,156001 a 156098,,Asset,,,,,1560,,,,,,,,,,
156099,AJUSTES POR INFLACION,,Asset,,,,,1560,,,,,,,,,,
1562,ENVASES Y EMPAQUES,,Asset,,,Yes,,15,,,,,,,,,,
156201,156201 a 156298,,Asset,,,,,1562,,,,,,,,,,
156299,AJUSTES POR INFLACION,,Asset,,,,,1562,,,,,,,,,,
1564,PLANTACIONES AGRICOLAS Y FORESTALES,,Asset,,,Yes,,15,,,,,,,,,,
156405,CULTIVOS EN DESARROLLO,,Asset,,,,,1564,,,,,,,,,,
156410,CULTIVOS AMORTIZABLES,,Asset,,,,,1564,,,,,,,,,,
156499,AJUSTES POR INFLACION,,Asset,,,,,1564,,,,,,,,,,
1568,VIAS DE COMUNICACION,,Asset,,,Yes,,15,,,,,,,,,,
156805,PAVIMENTACION Y PATIOS,,Asset,,,,,1568,,,,,,,,,,
156810,VIAS,,Asset,,,,,1568,,,,,,,,,,
156815,PUENTES,,Asset,,,,,1568,,,,,,,,,,
156820,CALLES,,Asset,,,,,1568,,,,,,,,,,
156825,AERODROMOS,,Asset,,,,,1568,,,,,,,,,,
156895,OTROS,,Asset,,,,,1568,,,,,,,,,,
156899,AJUSTES POR INFLACION,,Asset,,,,,1568,,,,,,,,,,
1572,MINAS Y CANTERAS,,Asset,,,Yes,,15,,,,,,,,,,
157205,MINAS,,Asset,,,,,1572,,,,,,,,,,
157210,CANTERAS,,Asset,,,,,1572,,,,,,,,,,
157299,AJUSTES POR INFLACION,,Asset,,,,,1572,,,,,,,,,,
1576,POZOS ARTESIANOS,,Asset,,,Yes,,15,,,,,,,,,,
157601,157601 a 157698,,Asset,,,,,1576,,,,,,,,,,
157699,AJUSTES POR INFLACION,,Asset,,,,,1576,,,,,,,,,,
1580,YACIMIENTOS,,Asset,,,Yes,,15,,,,,,,,,,
158001,158001 a 158098,,Asset,,,,,1580,,,,,,,,,,
158099,AJUSTES POR INFLACION,,Asset,,,,,1580,,,,,,,,,,
1584,SEMOVIENTES,,Asset,,,Yes,,15,,,,,,,,,,
158405,ESPECIES MENORES,,Asset,,,,,1584,,,,,,,,,,
158410,ESPECIES MAYORES,,Asset,,,,,1584,,,,,,,,,,
158499,AJUSTES POR INFLACION,,Asset,,,,,1584,,,,,,,,,,
1588,PROPIEDADES PLANTA Y EQUIPO EN TRANSITO,,Asset,,,Yes,,15,,,,,,,,,,
158805,MAQUINARIA Y EQUIPO,,Asset,,,,,1588,,,,,,,,,,
158810,EQUIPO DE OFICINA,,Asset,,,,,1588,,,,,,,,,,
158815,EQUIPO DE COMPUTACION Y COMUNICACION,,Asset,,,,,1588,,,,,,,,,,
158820,EQUIPO MEDICO CIENTIFICO,,Asset,,,,,1588,,,,,,,,,,
158825,EQUIPO DE HOTELES Y RESTAURANTES,,Asset,,,,,1588,,,,,,,,,,
158830,FLOTA Y EQUIPO DE TRANSPORTE,,Asset,,,,,1588,,,,,,,,,,
158835,FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO,,Asset,,,,,1588,,,,,,,,,,
158840,FLOTA Y EQUIPO AEREO,,Asset,,,,,1588,,,,,,,,,,
158845,FLOTA Y EQUIPO FERREO,,Asset,,,,,1588,,,,,,,,,,
158850,PLANTAS Y REDES,,Asset,,,,,1588,,,,,,,,,,
158855,ARMAMENTO DE VIGILANCIA,,Asset,,,,,1588,,,,,,,,,,
158860,SEMOVIENTES,,Asset,,,,,1588,,,,,,,,,,
158865,ENVASES Y EMPAQUES,,Asset,,,,,1588,,,,,,,,,,
158899,AJUSTES POR INFLACION,,Asset,,,,,1588,,,,,,,,,,
1592,DEPRECIACION ACUMULADA,,Asset,,,Yes,,15,,,,,,,,,,
159205,CONSTRUCCIONES Y EDIFICACIONES,,Asset,,,,,1592,,,,,,,,,,
159210,MAQUINARIA Y EQUIPO,,Asset,,,,,1592,,,,,,,,,,
159215,EQUIPO DE OFICINA,,Asset,,,,,1592,,,,,,,,,,
159220,EQUIPO DE COMPUTACION Y COMUNICACION,,Asset,,,,,1592,,,,,,,,,,
159225,EQUIPO MEDICO CIENTIFICO,,Asset,,,,,1592,,,,,,,,,,
159230,EQUIPO DE HOTELES Y RESTAURANTES,,Asset,,,,,1592,,,,,,,,,,
159235,FLOTA Y EQUIPO DE TRANSPORTE,,Asset,,,,,1592,,,,,,,,,,
159240,FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO,,Asset,,,,,1592,,,,,,,,,,
159245,FLOTA Y EQUIPO AEREO,,Asset,,,,,1592,,,,,,,,,,
159250,FLOTA Y EQUIPO FERREO,,Asset,,,,,1592,,,,,,,,,,
159255,ACUEDUCTOS PLANTAS Y REDES,,Asset,,,,,1592,,,,,,,,,,
159260,ARMAMENTO DE VIGILANCIA,,Asset,,,,,1592,,,,,,,,,,
159265,ENVASES Y EMPAQUES,,Asset,,,,,1592,,,,,,,,,,
159299,AJUSTES POR INFLACION,,Asset,,,,,1592,,,,,,,,,,
1595,PROPIEDAD PLANTA Y EQUIPO,,Asset,,,,,15,,,,,,,,,,
1596,DEPRECIACION DIFERIDA,,Asset,,,Yes,,15,,,,,,,,,,
159605,EXCESO FISCAL SOBRE LA CONTABLE,,Asset,,,,,1596,,,,,,,,,,
159610,DEFECTO FISCAL SOBRE LA CONTABLE (CR),,Asset,,,,,1596,,,,,,,,,,
159699,AJUSTES POR INFLACION,,Asset,,,,,1596,,,,,,,,,,
1597,AMORTIZACION ACUMULADA,,Asset,,,Yes,,15,,,,,,,,,,
159705,PLANTACIONES AGRICOLAS Y FORESTALES,,Asset,,,,,1597,,,,,,,,,,
159710,VIAS DE COMUNICACION,,Asset,,,,,1597,,,,,,,,,,
159715,SEMOVIENTES,,Asset,,,,,1597,,,,,,,,,,
159799,AJUSTES POR INFLACION,,Asset,,,,,1597,,,,,,,,,,
1598,AGOTAMIENTO ACUMULADO,,Asset,,,Yes,,15,,,,,,,,,,
159805,MINAS Y CANTERAS,,Asset,,,,,1598,,,,,,,,,,
159815,POZOS ARTESIANOS,,Asset,,,,,1598,,,,,,,,,,
159820,YACIMIENTOS,,Asset,,,,,1598,,,,,,,,,,
159899,AJUSTES POR INFLACION,,Asset,,,,,1598,,,,,,,,,,
1599,PROVISIONES,,Asset,,,Yes,,15,,,,,,,,,,
159904,TERRENOS,,Asset,,,,,1599,,,,,,,,,,
159906,MATERIALES PROYECTOS PETROLEROS,,Asset,,,,,1599,,,,,,,,,,
159908,CONSTRUCCIONES EN CURSO,,Asset,,,,,1599,,,,,,,,,,
159912,MAQUINARIA EN MONTAJE,,Asset,,,,,1599,,,,,,,,,,
159916,CONSTRUCCIONES Y EDIFICACIONES,,Asset,,,,,1599,,,,,,,,,,
159920,MAQUINARIA Y EQUIPO,,Asset,,,,,1599,,,,,,,,,,
159924,EQUIPO DE OFICINA,,Asset,,,,,1599,,,,,,,,,,
159928,EQUIPO DE COMPUTACION Y COMUNICACION,,Asset,,,,,1599,,,,,,,,,,
159932,EQUIPO MEDICO CIENTIFICO,,Asset,,,,,1599,,,,,,,,,,
159936,EQUIPO DE HOTELES Y RESTAURANTES,,Asset,,,,,1599,,,,,,,,,,
159940,FLOTA Y EQUIPO DE TRANSPORTE,,Asset,,,,,1599,,,,,,,,,,
159944,FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO,,Asset,,,,,1599,,,,,,,,,,
159948,FLOTA Y EQUIPO AEREO,,Asset,,,,,1599,,,,,,,,,,
159952,FLOTA Y EQUIPO FERREO,,Asset,,,,,1599,,,,,,,,,,
159956,"ACUEDUCTOS, PLANTAS Y REDES",,Asset,,,,,1599,,,,,,,,,,
159960,ARMAMENTO DE VIGILANCIA,,Asset,,,,,1599,,,,,,,,,,
159962,ENVASES Y EMPAQUES,,Asset,,,,,1599,,,,,,,,,,
159964,PLANTACIONES AGRICOLAS Y FORESTALES,,Asset,,,,,1599,,,,,,,,,,
159968,VIAS DE COMUNICACION,,Asset,,,,,1599,,,,,,,,,,
159972,MINAS Y CANTERAS,,Asset,,,,,1599,,,,,,,,,,
159980,POZOS ARTESIANOS,,Asset,,,,,1599,,,,,,,,,,
159984,YACIMIENTOS,,Asset,,,,,1599,,,,,,,,,,
159988,SEMOVIENTES,,Asset,,,,,1599,,,,,,,,,,
159992,PROPIEDADES PLANTA Y EQUIPO EN TRANSITO,,Asset,,,,,1599,,,,,,,,,,
16,INTANGIBLES,,Asset,,,Yes,,1,,,,,,,,,,
1605,CREDITO MERCANTIL,,Asset,,,Yes,,16,,,,,,,,,,
160505,FORMADO O ESTIMADO,,Asset,,,,,1605,,,,,,,,,,
160510,ADQUIRIDO O COMPRADO,,Asset,,,,,1605,,,,,,,,,,
160599,AJUSTES POR INFLACION,,Asset,,,,,1605,,,,,,,,,,
1610,MARCAS,,Asset,,,Yes,,16,,,,,,,,,,
161005,ADQUIRIDAS,,Asset,,,,,1610,,,,,,,,,,
161010,FORMADAS,,Asset,,,,,1610,,,,,,,,,,
161099,AJUSTES POR INFLACION,,Asset,,,,,1610,,,,,,,,,,
1615,PATENTES,,Asset,,,Yes,,16,,,,,,,,,,
161505,ADQUIRIDAS,,Asset,,,,,1615,,,,,,,,,,
161510,FORMADAS,,Asset,,,,,1615,,,,,,,,,,
161599,AJUSTES POR INFLACION,,Asset,,,,,1615,,,,,,,,,,
1620,CONCESIONES Y FRANQUICIAS,,Asset,,,Yes,,16,,,,,,,,,,
162005,CONCESIONES,,Asset,,,,,1620,,,,,,,,,,
162010,FRANQUICIAS,,Asset,,,,,1620,,,,,,,,,,
162099,AJUSTES POR INFLACION,,Asset,,,,,1620,,,,,,,,,,
1625,DERECHOS,,Asset,,,Yes,,16,,,,,,,,,,
162505,DERECHOS DE AUTOR,,Asset,,,,,1625,,,,,,,,,,
162510,PUESTO DE BOLSA,,Asset,,,,,1625,,,,,,,,,,
162515,EN FIDEICOMISOS INMOBILIARIOS,,Asset,,,,,1625,,,,,,,,,,
162520,EN FIDEICOMISOS DE GARANTIA,,Asset,,,,,1625,,,,,,,,,,
162525,EN FIDEICOMISOS DE ADMINISTRACION,,Asset,,,,,1625,,,,,,,,,,
162595,OTROS,,Asset,,,,,1625,,,,,,,,,,
162599,AJUSTES POR INFLACION,,Asset,,,,,1625,,,,,,,,,,
1630,KNOW HOW,,Asset,,,Yes,,16,,,,,,,,,,
163001,163001 a 163098,,Asset,,,,,1630,,,,,,,,,,
163099,AJUSTES POR INFLACION,,Asset,,,,,1630,,,,,,,,,,
1635,LICENCIAS,,Asset,,,Yes,,16,,,,,,,,,,
163501,163501 a 163598,,Asset,,,,,1635,,,,,,,,,,
163599,AJUSTES POR INFLACION,,Asset,,,,,1635,,,,,,,,,,
1698,AMORTIZACION ACUMULADA,,Asset,,,Yes,,16,,,,,,,,,,
169805,CREDITO MERCANTIL,,Asset,,,,,1698,,,,,,,,,,
169810,MARCAS,,Asset,,,,,1698,,,,,,,,,,
169815,PATENTES,,Asset,,,,,1698,,,,,,,,,,
169820,CONCESIONES Y FRANQUICIAS,,Asset,,,,,1698,,,,,,,,,,
169830,DERECHOS,,Asset,,,,,1698,,,,,,,,,,
169835,KNOW HOW,,Asset,,,,,1698,,,,,,,,,,
169840,LICENCIAS,,Asset,,,,,1698,,,,,,,,,,
169899,AJUSTES POR INFLACION,,Asset,,,,,1698,,,,,,,,,,
1699,PROVISIONES,,Asset,,,Yes,,16,,,,,,,,,,
169901,169901 a 169998,,Asset,,,,,1699,,,,,,,,,,
17,DIFERIDOS,,Asset,,,Yes,,1,,,,,,,,,,
1705,GASTOS PAGADOS POR ANTICIPADO,,Asset,,,Yes,,17,,,,,,,,,,
170505,INTERESES,,Asset,,,,,1705,,,,,,,,,,
170510,HONORARIOS,,Asset,,,,,1705,,,,,,,,,,
170515,COMISIONES,,Asset,,,,,1705,,,,,,,,,,
170520,SEGUROS Y FIANZAS,,Asset,,,,,1705,,,,,,,,,,
170525,ARRENDAMIENTOS,,Asset,,,,,1705,,,,,,,,,,
