[Account_Value],[Account_Name],[Account_Description],[Account_Type],[Account_Sign],[Account_Document],[Account_Summary],[Default_Account],[Account_Parent],[Balance Sheet],[Balance Sheet_Name],[US 1120 Balance Sheet],[US 1120 Balance Sheet_Name],[Profit & Loss],[Profit & Loss_Name],[US 1120 Income Statement],[US 1120 Income Statement_Name],[Cash Flow],[Cash Flow_Name]
1804,* Bezahlung selektiert,SELECTED INVOICES FOR PAYMENT ,Liability,,Yes,,,1800,,,,,,,,,,
1805,* Geldtransit,PETTY CASH TRANSFER,Asset,Debit,Yes,,,1800,,,,,,,,,,
1807,Tagesgeld Sparkasse Sbr.,BANK,Asset,Debit,,,,1800,,,,,,,,,,
1810,Bank 1,BANK 1,Asset,Debit,,,,1800,,,,,,,,,,
1820,Bank 2,BANK 2,Asset,Debit,,,,1800,,,,,,,,,,
1830,Bank 3,BANK 3,Asset,Debit,,,,1800,,,,,,,,,,
1840,Bank 4,BANK 4,Asset,Debit,,,,1800,,,,,,,,,,
1850,Bank 5,BANK 5,Asset,Debit,,,,1800,,,,,,,,,,
1870,Sparkasse,BANK,Asset,Debit,,,,1800,,,,,,,,,,
1890,Finanzmittelanlagen im Rahmen der Kurzfristigen Finanzdisposition,FINANZMITTELANLAGEN IM RAHMEN DER KURZFRISTIGEN FINANZDISPOSITION,Asset,Debit,,,,1800,,,,,,,,,,
1891,Zwischenkto. Ueberweisungen,BANK,Asset,Debit,,,,1800,,,,,,,,,,
1892,Zwischenkonto swift,BANK,Asset,Debit,Yes,,B_UNIDENTIFIED_ACCT,1800,,,,,,,,,,
1893,* Bank nicht zugeordnete Zahlungen,RECEIVED UNALLOCATED PAYMENTS,Asset,Debit,Yes,,B_UNALLOCATEDCASH_ACCT,1800,,,,,,,,,,
1894,* Bezahlung selektiert,SELECTED INVOICES FOR PAYMENT ,Liability,,Yes,,B_PAYMENTSELECT_ACCT,1800,,,,,,,,,,
1895,Verbindlichkeiten gegenüber Kreditinstituten (nicht im Finanzmittelfonds enthalten),VERBINDLICHKEITEN GEGENÜBER KREDITINSTITUTEN (NICHT IM FINANZMITTELFONDS ENTHALTEN),Asset,Debit,,,,1800,,,,,,,,,,
1900,Aktive Rechnungsabgrenzung,AKTIVE RECHNUNGSABGRENZUNG,Asset,Debit,,Yes,,K1BA51,,,,,,,,,,
1901,ARAP sonstige Versicherungen,RECHNUNG,Asset,Debit,,,,1900,,,,,,,,,,
1902,ARAP Haftpflichtversicherung,RECHNUNG,Asset,Debit,,,,1900,,,,,,,,,,
1903,ARAP Transportversicherung,RECHNUNG,Asset,Debit,,,,1900,,,,,,,,,,
1904,ARAP Feuerversicherung,RECHNUNG,Asset,Debit,,,,1900,,,,,,,,,,
1905,ARAP Einbruch-/Diebstahlvers.,RECHNUNG,Asset,Debit,,,,1900,,,,,,,,,,
1906,ARAP Betriebsunterbrech.-vers.,RECHNUNG,Asset,Debit,,,,1900,,,,,,,,,,
1907,ARAP Gruppenunfallversicherung,RECHNUNG,Asset,Debit,,,,1900,,,,,,,,,,
1908,ARAP Glasversicherung,RECHNUNG,Asset,Debit,,,,1900,,,,,,,,,,
1909,ARAP Zinsen,RECHNUNG,Asset,Debit,,,,1900,,,,,,,,,,
1910,ARAP Heizkosten,RECHNUNG,Asset,Debit,,,,1900,,,,,,,,,,
1911,ARAP Strom,RECHNUNG,Asset,Debit,,,,1900,,,,,,,,,,
1912,ARAP Miete Telefonanlage,RECHNUNG,Asset,Debit,,,,1900,,,,,,,,,,
1913,ARAP sonstige,RECHNUNG,Asset,Debit,,,,1900,,,,,,,,,,
1914,ARAP KfZ.-Versicherung,RECHNUNG,Asset,Debit,,,,1900,,,,,,,,,,
1915,ARAP Wasser,ARAP WASSER,Asset,Debit,,,,1900,,,,,,,,,,
1920,Als Aufwand berücksichtigte Zölle und Verbrauchsteuern auf Vorräte,ALS AUFWAND BERÜCKSICHTIGTE ZÖLLE UND VERBRAUCHSTEUERN AUF VORRÄTE,Asset,Debit,,,,1900,,,,,,,,,,
1930,Als Aufwand berücksichtigte Umstazsteuer auf Anzahlungen,ALS AUFWAND BERÜCKSICHTIGTE UMSTAZSTEUER AUF ANZAHLUNGEN,Asset,Debit,,,,1900,,,,,,,,,,
1940,Damnum/Disagio,DAMNUM/DISAGIO,Asset,Debit,,,,1900,,,,,,,,,,
1950,Abgrenzung aktive latente Steuern ,ABGRENZUNG AKTIVE LATENTE STEUERN ,Asset,Debit,,,,K1BA52,,,,,,,,,,
200,Grundstücke- grundstücksgleiche Rechte und Bauten einschließlich der Bauten auf fremden Grundstücken,GRUNDSTÜCKE- GRUNDSTÜCKSGLEICHE RECHTE UND BAUTEN EINSCHLIESSLICH DER BAUTEN AUF FREMDEN GRUNDSTÜCKEN,Asset,Debit,,Yes,,K0BA41,,,,,,,,,,
2000,Festkapital,FESTKAPITAL,Owner's Equity,,,,,K2BP1,,,,,,,,,,
2010,Variables Kapital,VARIABLES KAPITAL,Owner's Equity,,,,,K2BP1,,,,,,,,,,
2020,Gesellschafter-Darlehen,GESELLSCHAFTER-DARLEHEN,Owner's Equity,,,,,K2BP1,,,,,,,,,,
2030,(zur freien Verfügung ),(ZUR FREIEN VERFÜGUNG ),Owner's Equity,,,,,K2BP1,,,,,,,,,,
2050,Kommandit-Kapital,KOMMANDIT-KAPITAL,Owner's Equity,,,,,K2BP2,,,,,,,,,,
2060,Verlustausgleichskonto,VERLUSTAUSGLEICHSKONTO,Owner's Equity,,,,,K2BP2,,,,,,,,,,
2070,Gesellschafter-Darlehen,GESELLSCHAFTER-DARLEHEN,Owner's Equity,,,,,K2BP2,,,,,,,,,,
2080,(zur freien Verfügung ),(ZUR FREIEN VERFÜGUNG ),Owner's Equity,,,,,K2BP2,,,,,,,,,,
210,Grundstücke und grundstücksgleiche Rechte ohne Bauten,GRUNDSTÜCKE UND GRUNDSTÜCKSGLEICHE RECHTE OHNE BAUTEN,Asset,Debit,,,,200,,,,,,,,,,
2100,Privatentnahmen allgemein,PRIVATENTNAHMEN ALLGEMEIN,Owner's Equity,,,,,K2BP3,,,,,,,,,,
2130,Unentgeltliche Wertabgaben,UNENTGELTLICHE WERTABGABEN,Owner's Equity,,,,,K2BP3,,,,,,,,,,
215,Unbebaute Grundstücke,UNBEBAUTE GRUNDSTÜCKE,Asset,Debit,,,,200,,,,,,,,,,
2150,Privatsteuern,PRIVATSTEUERN,Owner's Equity,,,,,K2BP3,,,,,,,,,,
2180,Privateinlagen,PRIVATEINLAGEN,Owner's Equity,,,,,K2BP3,,,,,,,,,,
220,Grundstücksgleiche Rechte (Erbbaurecht- Dauerwohnrecht),GRUNDSTÜCKSGLEICHE RECHTE (ERBBAURECHT- DAUERWOHNRECHT),Asset,Debit,,,,200,,,,,,,,,,
2200,Sonderausgaben beschränkt abzugsfähig,SONDERAUSGABEN BESCHRÄNKT ABZUGSFÄHIG,Owner's Equity,,,,,K2BP3,,,,,,,,,,
2230,Sonderausgaben unbeschränkt abzugsfähig ,SONDERAUSGABEN UNBESCHRÄNKT ABZUGSFÄHIG ,Owner's Equity,,,,,K2BP3,,,,,,,,,,
225,Grundstücke mit Substanzverzehr,GRUNDSTÜCKE MIT SUBSTANZVERZEHR,Asset,Debit,,,,200,,,,,,,,,,
2250,Zuwendungen- Spenden,ZUWENDUNGEN- SPENDEN,Owner's Equity,,,,,K2BP3,,,,,,,,,,
2280,Ausgewöhnliche Belastungen,AUSGEWÖHNLICHE BELASTUNGEN,Owner's Equity,,,,,K2BP3,,,,,,,,,,
229,Grundstücksanteil des häuslichen Arbeitszimmers,GRUNDSTÜCKSANTEIL DES HÄUSLICHEN ARBEITSZIMMERS,Asset,Debit,,,,200,,,,,,,,,,
230,Bauten auf eigenen Grundstücken und grundstücksgleichen Rechten,BAUTEN AUF EIGENEN GRUNDSTÜCKEN UND GRUNDSTÜCKSGLEICHEN RECHTEN,Asset,Debit,,,,200,,,,,,,,,,
2300,Grundstücksaufwand,GRUNDSTÜCKSAUFWAND,Owner's Equity,,,,,K2BP3,,,,,,,,,,
2349,Grundstücksaufwand (Umsatzsteuerschlüssel möglich),GRUNDSTÜCKSAUFWAND (UMSATZSTEUERSCHLÜSSEL MÖGLICH),Owner's Equity,,,,,K2BP3,,,,,,,,,,
235,Grundstückswerte eigener bebauter Grundstücke,GRUNDSTÜCKSWERTE EIGENER BEBAUTER GRUNDSTÜCKE,Asset,Debit,,,,200,,,,,,,,,,
2350,Grundstücksertrag,GRUNDSTÜCKSERTRAG,Owner's Equity,,,,,K2BP3,,,,,,,,,,
2399,Grundstücksertrag ( Umsatzsteuerschlüssel möglich),GRUNDSTÜCKSERTRAG ( UMSATZSTEUERSCHLÜSSEL MÖGLICH),Owner's Equity,,,,,K2BP3,,,,,,,,,,
240,Geschäftsbauten,GESCHÄFTSBAUTEN,Asset,Debit,,,,200,,,,,,,,,,
250,Fabrikbauten,FABRIKBAUTEN,Asset,Debit,,,,200,,,,,,,,,,
2500,Privatentnahmen allgemein,PRIVATENTNAHMEN ALLGEMEIN,Owner's Equity,,,,,K2BP4,,,,,,,,,,
2530,Unentgeltliche Wertabgaben,UNENTGELTLICHE WERTABGABEN,Owner's Equity,,,,,K2BP4,,,,,,,,,,
2550,Privatsteuern,PRIVATSTEUERN,Owner's Equity,,,,,K2BP4,,,,,,,,,,
2580,Privateinlagen,PRIVATEINLAGEN,Owner's Equity,,,,,K2BP4,,,,,,,,,,
260,Andere Bauten,ANDERE BAUTEN,Asset,Debit,,,,200,,,,,,,,,,
2600,Sonderausgaben beschränkt abzugsfähig,SONDERAUSGABEN BESCHRÄNKT ABZUGSFÄHIG,Owner's Equity,,,,,K2BP4,,,,,,,,,,
2630,Sonderausgaben unbeschränkt abzugsfähig ,SONDERAUSGABEN UNBESCHRÄNKT ABZUGSFÄHIG ,Owner's Equity,,,,,K2BP4,,,,,,,,,,
2650,Zuwendungen- Spenden,ZUWENDUNGEN- SPENDEN,Owner's Equity,,,,,K2BP4,,,,,,,,,,
2680,Ausgewöhnliche Belastungen,AUSGEWÖHNLICHE BELASTUNGEN,Owner's Equity,,,,,K2BP4,,,,,,,,,,
270,Garagen,GARAGEN,Asset,Debit,,,,200,,,,,,,,,,
2700,Grundstücksaufwand,GRUNDSTÜCKSAUFWAND,Owner's Equity,,,,,K2BP4,,,,,,,,,,
2750,Grundstücksertrag,GRUNDSTÜCKSERTRAG,Owner's Equity,,,,,K2BP4,,,,,,,,,,
280,Außenanlagen für Geschäfts-- Fabrik- und andere Bauten ,AUSSENANLAGEN FÜR GESCHÄFTS-- FABRIK- UND ANDERE BAUTEN ,Asset,Debit,,,,200,,,,,,,,,,
285,Hof- und Wegebefestigungen,HOF- UND WEGEBEFESTIGUNGEN,Asset,Debit,,,,200,,,,,,,,,,
290,Einrichtungen für Geschäfts--Fabrik und andere Bauten,EINRICHTUNGEN FÜR GESCHÄFTS--FABRIK UND ANDERE BAUTEN,Asset,Debit,,,,200,,,,,,,,,,
2900,Gezeichnetes Kapital,GEZEICHNETES KAPITAL,Owner's Equity,,,,,K2BP51,,,,,,,,,,
2910,Ausstehende Einlagen auf das gezeichnete Kapital- nicht eingefordert (Passivausweis- von gezeichnetem Kapital offen abgesetzt eingeforderte ausstehende Einlagen s. Konto 1298),AUSSTEHENDE EINLAGEN AUF DAS GEZEICHNETE KAPITAL- NICHT EINGEFORDERT (PASSIVAUSWEIS- VON GEZEICHNETEM KAPITAL OFFEN ABGESETZT EINGEFORDERTE AUSSTEHENDE EINLAGEN S. KONTO 1298),Owner's Equity,,,,,K2BP52,,,,,,,,,,
2920,Kapitalrücklage,KAPITALRÜCKLAGE,Owner's Equity,,,Yes,,K2BP61,,,,,,,,,,
2925,Kapitalrücklage durch Ausgabe von Anteilen über Nennbetrag,KAPITALRÜCKLAGE DURCH AUSGABE VON ANTEILEN ÜBER NENNBETRAG,Owner's Equity,,,,,2920,,,,,,,,,,
2926,Kapitalrücklage durch Ausgabe von Schuldverschreibungen für Wandlungsrechte und Optionsrechte zum Erwerb von Anteilen,KAPITALRÜCKLAGE DURCH AUSGABE VON SCHULDVERSCHREIBUNGEN FÜR WANDLUNGSRECHTE UND OPTIONSRECHTE ZUM ERWERB VON ANTEILEN,Owner's Equity,,,,,2920,,,,,,,,,,
2927,Kapitalrücklage durch Zuzahlungen gegen Gewährung eines Vorzugs für Anteile,KAPITALRÜCKLAGE DURCH ZUZAHLUNGEN GEGEN GEWÄHRUNG EINES VORZUGS FÜR ANTEILE,Owner's Equity,,,,,2920,,,,,,,,,,
2928,Andere Zuzahlungen in das Eigenkapital ,ANDERE ZUZAHLUNGEN IN DAS EIGENKAPITAL ,Owner's Equity,,,,,2920,,,,,,,,,,
2929,Eingefordertes Nachschusskapital (Gegenkonto 1299),EINGEFORDERTES NACHSCHUSSKAPITAL (GEGENKONTO 1299),Owner's Equity,,,,,2920,,,,,,,,,,
2930,Gesetzliche Rücklagen,GESETZLICHE RÜCKLAGEN,Owner's Equity,,,,,K2BP71,,,,,,,,,,
2940,Rücklage für Eigene Anteile,RÜCKLAGE FÜR EIGENE ANTEILE,Owner's Equity,,,,,K2BP72,,,,,,,,,,
2950,Satzungsmäßige Rücklagen,SATZUNGSMÄSSIGE RÜCKLAGEN,Owner's Equity,,,,,K2BP73,,,,,,,,,,
2960,Andere Gewinnrücklagen ,ANDERE GEWINNRÜCKLAGEN ,Owner's Equity,,,Yes,,K2BP74,,,,,,,,,,
2962,Eigenkapitalanteil von Wertaufholungen,EIGENKAPITALANTEIL VON WERTAUFHOLUNGEN,Owner's Equity,,,,,2960,,,,,,,,,,
2970,Gewinnvortrag vor Verwendung,GEWINNVORTRAG VOR VERWENDUNG,Liability,,Yes,,INCOMESUMMARY_ACCT,K2BP81,,,,,,,,,,
2978,Verlustvortrag vor Verwendung,VERLUSTVORTRAG VOR VERWENDUNG,Owner's Equity,,,,,K2BP81,,,,,,,,,,
2979,Vortrag auf neue Rechnung (Bilanz),VORTRAG AUF NEUE RECHNUNG (BILANZ),Owner's Equity,,,,,K2BP82,,,,,,,,,,
2980,Sonderposten mit Rücklageanteil steuerfreie Rücklagen,SONDERPOSTEN MIT RÜCKLAGEANTEIL STEUERFREIE RÜCKLAGEN,Owner's Equity,,,,,K2BP91,,,,,,,,,,
2981,Sonderposten mit Rücklageanteil nach § 6b EStG,SONDERPOSTEN MIT RÜCKLAGEANTEIL NACH § 6B ESTG,Owner's Equity,,,,,K2BP91,,,,,,,,,,
2982,Sonderposten mit Rücklageanteil nach Abschnitt 35 EStG,SONDERPOSTEN MIT RÜCKLAGEANTEIL NACH ABSCHNITT 35 ESTG,Owner's Equity,,,,,K2BP91,,,,,,,,,,
2983,Sonderposten mit Rücklageanteil nach § 6d EStG,SONDERPOSTEN MIT RÜCKLAGEANTEIL NACH § 6D ESTG,Owner's Equity,,,,,K2BP91,,,,,,,,,,
2984,Sonderposten mit Rücklageanteil nach § 1 EntwLStG,SONDERPOSTEN MIT RÜCKLAGEANTEIL NACH § 1 ENTWLSTG,Owner's Equity,,,,,K2BP91,,,,,,,,,,
2985,Sonderposten aus der Währungsumstellung auf den Euro,SONDERPOSTEN AUS DER WÄHRUNGSUMSTELLUNG AUF DEN EURO,Owner's Equity,,,,,K2BP92,,,,,,,,,,
2986,Sonderposten mit Rücklageanteil nach § 7d EStG,SONDERPOSTEN MIT RÜCKLAGEANTEIL NACH § 7D ESTG,Owner's Equity,,,,,K2BP91,,,,,,,,,,
2987,Sonderposten mit Rücklageanteil nach § 79 EStDV,SONDERPOSTEN MIT RÜCKLAGEANTEIL NACH § 79 ESTDV,Owner's Equity,,,,,K2BP91,,,,,,,,,,
2988,Sonderposten mit Rücklageanteil nach § 80 EStDV,SONDERPOSTEN MIT RÜCKLAGEANTEIL NACH § 80 ESTDV,Owner's Equity,,,,,K2BP91,,,,,,,,,,
2989,Sonderposten mit Rücklageanteil nach § 52 Abs. 16 EStG,SONDERPOSTEN MIT RÜCKLAGEANTEIL NACH § 52 ABS. 16 ESTG,Owner's Equity,,,,,K2BP91,,,,,,,,,,
2990,Sonderposten mit Rücklageanteil- Sonderabschreibung,SONDERPOSTEN MIT RÜCKLAGEANTEIL- SONDERABSCHREIBUNG,Owner's Equity,,,,,K2BP91,,,,,,,,,,
2991,Sonderposten mit Rücklageanteil nach § 82a EStDV,SONDERPOSTEN MIT RÜCKLAGEANTEIL NACH § 82A ESTDV,Owner's Equity,,,,,K2BP91,,,,,,,,,,
2992,Sonderposten mit Rücklageanteil nach § 82d EStDV,SONDERPOSTEN MIT RÜCKLAGEANTEIL NACH § 82D ESTDV,Owner's Equity,,,,,K2BP91,,,,,,,,,,
2993,Sonderposten mit Rücklageanteil nach § 82e EStDV,SONDERPOSTEN MIT RÜCKLAGEANTEIL NACH § 82E ESTDV,Owner's Equity,,,,,K2BP91,,,,,,,,,,
2994,Sonderposten mit Rücklageanteil nach § 14 BerlinFG,SONDERPOSTEN MIT RÜCKLAGEANTEIL NACH § 14 BERLINFG,Owner's Equity,,,,,K2BP91,,,,,,,,,,
2995,Sonderposten mit Rücklageanteil für Förderung nach § 3 ZonenRFG / §4-6 FördergebietsG,SONDERPOSTEN MIT RÜCKLAGEANTEIL FÜR FÖRDERUNG NACH § 3 ZONENRFG / §4-6 FÖRDERGEBIETSG,Owner's Equity,,,,,K2BP91,,,,,,,,,,
2996,Sonderposten mit Rücklageanteil nach § 4d EStG,SONDERPOSTEN MIT RÜCKLAGEANTEIL NACH § 4D ESTG,Owner's Equity,,,,,K2BP91,,,,,,,,,,
2997,Sonderposten mit Rücklageanteil nach § 7g Abs. 1 EStG,SONDERPOSTEN MIT RÜCKLAGEANTEIL NACH § 7G ABS. 1 ESTG,Owner's Equity,,,,,K2BP91,,,,,,,,,,
2998,Sonderposten mit Rücklageanteil nach § 7g Abs. 3 u. 7 EStG,SONDERPOSTEN MIT RÜCKLAGEANTEIL NACH § 7G ABS. 3 U. 7 ESTG,Owner's Equity,,,,,K2BP91,,,,,,,,,,
2999,Sonderposten für Zuschüsse und Zulagen,SONDERPOSTEN FÜR ZUSCHÜSSE UND ZULAGEN,Owner's Equity,,,,,K2BP93,,,,,,,,,,
300,Wohnbauten,WOHNBAUTEN,Asset,Debit,,,,200,,,,,,,,,,
3000,Rückstellungen für Pensionen und ähnliche Verpflichtungen,RÜCKSTELLUNGEN FÜR PENSIONEN UND ÄHNLICHE VERPFLICHTUNGEN,Liability,,,Yes,,K3BP11,,,,,,,,,,
3010,Pensionsrückstellungen,PENSIONSRÜCKSTELLUNGEN,Liability,,,,,3000,,,,,,,,,,
3015,Rückstellungen für Pensionsähnliche Verpflichtungen,RÜCKSTELLUNGEN FÜR PENSIONSÄHNLICHE VERPFLICHTUNGEN,Liability,,,,,3000,,,,,,,,,,
3020,Steuerrückstellungen,STEUERRÜCKSTELLUNGEN,Liability,,,Yes,,K3BP12,,,,,,,,,,
3030,Gewerbesteuerrückstellung,GEWERBESTEUERRÜCKSTELLUNG,Liability,,,,,3020,,,,,,,,,,
3040,Körperschaftsteuerrückstellung,KÖRPERSCHAFTSTEUERRÜCKSTELLUNG,Liability,,,,,3020,,,,,,,,,,
305,Garagen,GARAGEN,Asset,Debit,,,,200,,,,,,,,,,
3050,Vermoegenssteuerrueckstell.,RUECKSTE,Liability,,,,,3020,,,,,,,,,,
3060,Rückstellung für latente Steuern ,RÜCKSTELLUNG FÜR LATENTE STEUERN ,Liability,,,,,3020,,,,,,,,,,
3070,Sonstige Rückstellungen,SONSTIGE RUECKSTELLUNGEN,Liability,,Yes,,,K3BP13,,,,,,,,,,
3074,Rückstellungen für Personelkosten,RÜCKSTELLUNGEN FÜR PERSONELKOSTEN,Liability,,,,,3070,,,,,,,,,,
3075,Rückstellungen für unterlassene Aufwendungenn für Instandhaltung- Nachholung in den ersten drei Monaten,RÜCKSTELLUNGEN FÜR UNTERLASSENE AUFWENDUNGENN FÜR INSTANDHALTUNG- NACHHOLUNG IN DEN ERSTEN DREI MONATEN,Liability,,,,,3070,,,,,,,,,,
3080,Rückstellungen für unterlassene Aufwendungenn für Instandhaltung- Nachholung innerhalb des 4. bis 12. Monats,RÜCKSTELLUNGEN FÜR UNTERLASSENE AUFWENDUNGENN FÜR INSTANDHALTUNG- NACHHOLUNG INNERHALB DES 4. BIS 12. MONATS,Liability,,,,,3070,,,,,,,,,,
3081,Rueckstell. Berufsgenossensch.,RUECKSTE,Liability,,,,,3070,,,,,,,,,,
3082,Rueckstell.Rechts-+Beratungsk.,RUECKSTE,Liability,,,,,3070,,,,,,,,,,
3083,Rueckstell. Weihn.gr./Urlaubsg,RUECKST,Liability,,,,,3070,,,,,,,,,,
3085,Rückstellungen für Abraum- und Abfallbeseitigung,RÜCKSTELLUNGEN FÜR ABRAUM- UND ABFALLBESEITIGUNG,Liability,,,,,3070,,,,,,,,,,
3090,Rückstellungen für Gewährleistungen (Gegenkonto 6790),WITHHOLDING FOR 1099 OR QUALITY GUARANTEE,Liability,,Yes,,WITHHOLDING_ACCT,3070,,,,,,,,,,
3092,Rückstellungen für drohende Verluste aus schwebenden Geschäften,RÜCKSTELLUNGEN FÜR DROHENDE VERLUSTE AUS SCHWEBENDEN GESCHÄFTEN,Liability,,,,,3070,,,,,,,,,,
3095,Rückstellungen für Abschluss- und Prüfungskosten,RÜCKSTELLUNGEN FÜR ABSCHLUSS- UND PRÜFUNGSKOSTEN,Liability,,,,,3070,,,,,,,,,,
3096,Rückstellungen zur Erfüllung der Aufbewahrungspflichten,RÜCKSTELLUNGEN ZUR ERFÜLLUNG DER AUFBEWAHRUNGSPFLICHTEN,Liability,,,,,3070,,,,,,,,,,
3098,Aufwandsrückstellungen gemäß § 249 Abs. 2 HGB,AUFWANDSRÜCKSTELLUNGEN GEMÄSS § 249 ABS. 2 HGB,Liability,,,,,3070,,,,,,,,,,
3099,Rückstellungen für Umweltschutz,RÜCKSTELLUNGEN FÜR UMWELTSCHUTZ,Liability,,,,,3070,,,,,,,,,,
310,Außenanlagen ,AUSSENANLAGEN ,Asset,Debit,,,,200,,,,,,,,,,
3100,Anleihen- nicht konvertibel,ANLEIHEN- NICHT KONVERTIBEL,Liability,,,Yes,,K3BP21,,,,,,,,,,
3101,Anleihen- nicht konvertibel Restlaufzeit bis 1 Jahr,ANLEIHEN- NICHT KONVERTIBEL RESTLAUFZEIT BIS 1 JAHR,Liability,,,,,3100,,,,,,,,,,
3105,Anleihen- nicht konvertibel Restlaufzeit 1 bis 5 Jahre,ANLEIHEN- NICHT KONVERTIBEL RESTLAUFZEIT 1 BIS 5 JAHRE,Liability,,,,,3100,,,,,,,,,,
3110,Anleihen- nicht konvertibel Restlaufzeit größer 5 Jahre ,ANLEIHEN- NICHT KONVERTIBEL RESTLAUFZEIT GRÖSSER 5 JAHRE ,Liability,,,,,3100,,,,,,,,,,
3120,Anleihen- konvertibel,ANLEIHEN- KONVERTIBEL,Liability,,,,,3100,,,,,,,,,,
3121,Anleihen- konvertibel Restlaufzeit bis 1 Jahr,ANLEIHEN- KONVERTIBEL RESTLAUFZEIT BIS 1 JAHR,Liability,,,,,3100,,,,,,,,,,
3125,Anleihen- konvertibel Restlaufzeit 1 bis 5 Jahre,ANLEIHEN- KONVERTIBEL RESTLAUFZEIT 1 BIS 5 JAHRE,Liability,,,,,3100,,,,,,,,,,
3130,Anleihen- konvertibel Restlaufzeit größer 5 Jahr,ANLEIHEN- KONVERTIBEL RESTLAUFZEIT GRÖSSER 5 JAHR,Liability,,,,,3100,,,,,,,,,,
315,Hof- und Wegebefestigungen,HOF- UND WEGEBEFESTIGUNGEN,Asset,Debit,,,,200,,,,,,,,,,
3150,Verbindlichkeiten gegenüber Kreditinstituten ,VERBINDLICHKEITEN GEGENÜBER KREDITINSTITUTEN ,Liability,,,Yes,,K3BP22,,,,,,,,,,
3151,Verbindlichkeiten gegenüber Kreditinstituten Restlaufzeit bis 1 Jahr,VERBINDLICHKEITEN GEGENÜBER KREDITINSTITUTEN RESTLAUFZEIT BIS 1 JAHR,Liability,,,,,3150,,,,,,,,,,
3160,Verbindlichkeiten gegenüber Kreditinstituten Restlaufzeit 1 bis 5 Jahre,VERBINDLICHKEITEN GEGENÜBER KREDITINSTITUTEN RESTLAUFZEIT 1 BIS 5 JAHRE,Liability,,,,,3150,,,,,,,,,,
3170,Verbindlichkeiten gegenüber Kreditinstituten Restlaufzeit größer 5 Jahre,VERBINDLICHKEITEN GEGENÜBER KREDITINSTITUTEN RESTLAUFZEIT GRÖSSER 5 JAHRE,Liability,,,,,3150,,,,,,,,,,
3180,Verbindlichkeiten gegenüber Kreditinstituten aus Teilzahlungsverträgen,VERBINDLICHKEITEN GEGENÜBER KREDITINSTITUTEN AUS TEILZAHLUNGSVERTRÄGEN,Liability,,,,,3150,,,,,,,,,,
3181,Verbindlichkeiten gegenüber Kreditinstituten aus Teilzahlungsverträgen Restlaufzeit bis 1 Jahr,VERBINDLICHKEITEN GEGENÜBER KREDITINSTITUTEN AUS TEILZAHLUNGSVERTRÄGEN RESTLAUFZEIT BIS 1 JAHR,Liability,,,,,3150,,,,,,,,,,
3190,Verbindlichkeiten gegenüber Kreditinstituten aus Teilzahlungsverträgen Restlaufzeit 1 bis 5 Jahre,VERBINDLICHKEITEN GEGENÜBER KREDITINSTITUTEN AUS TEILZAHLUNGSVERTRÄGEN RESTLAUFZEIT 1 BIS 5 JAHRE,Liability,,,,,3150,,,,,,,,,,
320,Einrichtungen für Wohnbauten,EINRICHTUNGEN FÜR WOHNBAUTEN,Asset,Debit,,,,200,,,,,,,,,,
3200,Verbindlichkeiten gegenüber Kreditinstituten aus Teilzahlungsverträgen Restlaufzeit größer 5 Jahre,VERBINDLICHKEITEN GEGENÜBER KREDITINSTITUTEN AUS TEILZAHLUNGSVERTRÄGEN RESTLAUFZEIT GRÖSSER 5 JAHRE,Liability,,,,,3150,,,,,,,,,,
3210,(frei- in Bilanz kein Restlaufzeit vermerkt,(FREI- IN BILANZ KEIN RESTLAUFZEIT VERMERKT,Liability,,,,,3150,,,,,,,,,,
3219,Darlehen sonstige,DARLEHEN,Liability,,,,,3100,,,,,,,,,,
3249,Gegenkonto 3159-3209 bei Aufteilung der Konten 3210-3248,GEGENKONTO 3159-3209 BEI AUFTEILUNG DER KONTEN 3210-3248,Liability,,,,,K3BP23,,,,,,,,,,
3250,Erhaltene Anzahlungen auf Bestellungen,PREPAYMENTS FOR FUTURE REVENUE,Liability,,Yes,,C_PREPAYMENT_ACCT,K3BP24,,,,,,,,,,
3260,Erhaltene Anzahlungen 7% USt,ERHALTENE ANZAHLUNGEN 7% UST,Liability,,,,,3250,,,,,,,,,,
3270,Erhaltene Anzahlungen 16% USt,ERHALTENE ANZAHLUNGEN 16% UST,Liability,,,,,3250,,,,,,,,,,
3271,Erhaltene Anzahlungen 15% USt,ERHALTENE ANZAHLUNGEN 15% UST,Liability,,,,,3250,,,,,,,,,,
3272,Erhaltene- versteuerte Anzahlungen 19% Ust (Verbindlichkeiten),ERHALTENE- VERSTEUERTE ANZAHLUNGEN 19% UST (VERBINDLICHKEITEN),Liability,,,,,3250,,,,,,,,,,
3280,Erhaltene Anzahlungen Restlaufzeit bis 1 Jahr,ERHALTENE ANZAHLUNGEN RESTLAUFZEIT BIS 1 JAHR,Liability,,,,,3250,,,,,,,,,,
3284,Erhaltene Anzahlungen Restlaufzeit 1 bis 5 Jahre,ERHALTENE ANZAHLUNGEN RESTLAUFZEIT 1 BIS 5 JAHRE,Liability,,,,,3250,,,,,,,,,,
3285,Erhaltene Anzahlungen Restlaufzeit größer 5 Jahre,ERHALTENE ANZAHLUNGEN RESTLAUFZEIT GRÖSSER 5 JAHRE,Liability,,,,,3250,,,,,,,,,,
